0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,y_true
0.6108223,0.02250205,0.006581931,0.22971055,0.007686981,0.072705515,0.029906629,0.00043727268,0.0021818092,0.009616165,0.0033467475,0.0014108209,0.0013188006,0.0015259311,0.0002464938,0
0.004791872,0.0010518543,0.00013904633,0.9860238,0.0061461586,6.830384e-05,0.00019834291,1.7387496e-05,0.00018148035,0.00052436336,4.3438387e-05,0.00017700369,0.0005757599,5.859685e-05,2.5332781e-06,0
0.52949846,0.06497877,0.034055755,0.13162291,0.017951721,0.030513262,0.042141795,0.0031425538,0.027520232,0.031725466,0.06637911,0.0070354026,0.0045863003,0.007357523,0.0014906772,0
0.92979485,0.0054888898,0.0008405994,0.033481073,0.0009126247,0.009876734,0.011492332,0.0002436593,0.0010102914,0.0029886097,0.00082359463,0.00074113195,0.00077492173,0.0012323783,0.00029824793,5
0.29583836,0.058102183,0.0073545096,0.24254441,0.05859336,0.29237738,0.006597238,0.0027456307,0.0037242167,0.013035061,0.0010832571,0.003595821,0.007591568,0.004891214,0.0019258187,4
0.47319394,0.04808092,0.01961785,0.32859814,0.055260256,0.0066259867,0.009848288,0.0018375799,0.020441364,0.010958816,0.014670416,0.004414869,0.0018050211,0.004367722,0.00027884197,3
0.0127842,0.0016857956,0.86438525,0.007852208,0.062470544,0.00093147275,0.0025367332,0.0014556734,0.013591699,0.00045490314,0.013546982,0.00017274544,0.015276473,0.0025818131,0.00027359172,3
0.25708526,0.16315717,0.0027526873,0.51068044,0.0050703906,0.0054488215,0.0034871656,0.00024143099,0.0062849396,0.038438305,0.0022342945,0.0027148635,0.0007381837,0.0015389016,0.00012728963,0
0.6089531,0.113712415,0.029779106,0.104185864,0.01913837,0.015249991,0.0021783346,0.0011220145,0.046283312,0.020744555,0.020972159,0.003197933,0.006791921,0.007051675,0.0006392796,0
9.288137e-05,0.00030345068,0.0030351651,8.925433e-05,8.7393455e-05,2.5167634e-05,0.00026946253,1.8884935e-05,0.0007289428,0.00018663933,0.99319,0.0016041017,2.5068846e-05,0.00032346917,2.0176029e-05,10
0.54643387,0.0043570944,0.0037106806,0.004230079,0.036323097,0.007398931,0.026550613,0.2328665,0.00273132,0.0008425768,0.0007999373,0.006880739,0.0022964512,0.11366205,0.010916096,3
0.45721203,0.026322428,0.0035606704,0.05122958,0.005371035,0.44150993,0.0009217304,0.0004731043,0.00073340914,0.0039289207,0.00045061213,0.0003264779,0.004258928,0.0029023415,0.00079875457,6
0.86579984,0.019879062,0.0063676327,0.04996742,0.0121070305,0.012563216,0.0048920186,0.0018039001,0.0063018617,0.003814116,0.004039054,0.0020613824,0.002443235,0.0072929873,0.0006673448,0
0.18242155,0.023708122,0.00031454308,0.6868855,0.0035696593,0.0021589396,0.029751737,0.0011124344,0.004240159,0.034485813,0.00088426576,0.027690625,0.00071224227,0.0016258438,0.00043857045,3
0.003914882,0.00019452415,8.7797394e-05,0.00034583293,0.0012523382,0.00046920156,0.01999376,0.074154265,6.520113e-05,0.0015173755,0.0010413583,0.12745035,0.00042886692,0.37111697,0.39796722,14
0.21604395,0.012441616,0.13127995,0.017361982,0.40457976,0.004957823,0.0016895803,0.007470501,0.0038482973,0.00078756205,0.0029337008,0.0006550311,0.117040254,0.07718878,0.0017211849,0
0.23269242,0.04677248,0.0050819656,0.6520325,0.014465466,0.023849498,0.0023136593,0.00027245923,0.0022678515,0.011024739,0.0012858236,0.0010298446,0.0050832303,0.001734514,9.355302e-05,3
0.6705568,0.047791045,0.025967436,0.0819298,0.08003856,0.03643186,0.007070758,0.005615903,0.009897426,0.0061893347,0.007829411,0.003334663,0.00423028,0.011946997,0.0011696228,0
0.0044762897,0.0017493588,0.026049485,0.001181891,0.042439014,0.0024336353,0.0019026889,0.03548672,0.00072606513,0.00022602866,0.008868081,0.005120583,0.00097610074,0.8670562,0.0013078648,12
0.40413284,0.0313249,0.014654637,0.31404987,0.0761283,0.08637581,0.033359025,0.0033221256,0.005165062,0.008629298,0.0063335947,0.0049241297,0.005164591,0.0055353474,0.0009005296,3
0.018490018,0.0017497367,8.378368e-05,0.97419804,0.0018426698,0.00016319819,0.00050003076,3.723417e-05,0.00018648733,0.00077554624,0.0001456997,0.0005899786,0.0009308104,0.00029992958,6.769778e-06,3
0.2264078,0.011211651,0.0118616205,0.118442595,0.25987634,0.07109353,0.15987813,0.075277165,0.0056471773,0.0038289833,0.0041554426,0.015810462,0.011419465,0.020093726,0.00499587,5
0.0009900195,0.038950052,0.00023381364,0.0029624586,8.560876e-05,0.0041673146,0.00050290785,0.0007457933,0.007380074,0.9222916,0.00073400367,0.017785562,7.063083e-05,0.00030923713,0.0027908473,9
0.47541335,0.2654677,0.0026492628,0.18747604,0.00798114,0.0037336622,0.0015149327,0.0007560658,0.00998723,0.02861665,0.0033984068,0.0063591492,0.00079638354,0.0055947416,0.00025529528,3
0.031789307,0.0062244735,0.45551276,0.033153623,0.351312,0.0012166807,0.018324066,0.008411633,0.033812344,0.001694563,0.037945442,0.002219108,0.00894111,0.008918532,0.0005244367,4
0.7007029,0.060491584,0.0069049103,0.19146171,0.0112696625,0.005817075,0.002965022,0.00039771563,0.005718283,0.0055722487,0.0049296278,0.0014313305,0.00045316777,0.0018210702,6.361732e-05,0
0.38693023,0.18581736,0.03700777,0.14463437,0.032228813,0.05382983,0.016944522,0.0042080544,0.036795054,0.040792152,0.0377806,0.006138182,0.005915791,0.009321737,0.0016555808,0
0.007063954,0.0002204187,0.00077924377,0.00037372857,0.13937262,0.0037335418,0.016359935,0.35301757,4.9955044e-05,5.071047e-05,0.00029319245,0.009678344,0.0015946405,0.45663482,0.010777389,7
0.07337742,0.060609765,0.00092331634,0.8033898,0.002956378,0.0010158437,0.012492809,0.00024427281,0.004130362,0.028683154,0.003595348,0.0071496405,0.00031166727,0.0010523523,6.7906876e-05,3
0.0314477,0.008320518,0.00072484,0.93501943,0.013204605,0.00022971978,0.001333897,0.00015293357,0.0022715456,0.0042244885,0.0005849394,0.0017339423,0.00037922637,0.0003533247,1.8999186e-05,3
0.023287453,0.00030280167,0.00015686208,0.003978291,0.0008398201,0.00084914645,0.96056473,0.002611733,0.00012855712,0.00035313278,0.00041285387,0.0045832708,0.00029978954,0.00086082413,0.0007707335,6
0.5019212,0.04654729,0.017253034,0.32142597,0.03695838,0.017713873,0.011922594,0.0014449774,0.010951896,0.011819741,0.010691656,0.003507229,0.0033983488,0.0041438006,0.00029996256,0
0.10205913,0.17726852,0.0053168195,0.18470384,0.0017475958,0.023405291,0.011478647,0.00035786748,0.006776784,0.36874607,0.03453817,0.079334006,0.00019000372,0.0033188537,0.0007584184,0
0.4068184,0.0333185,0.008508672,0.46516046,0.040089894,0.014298657,0.0058771796,0.0010665728,0.004917353,0.0071163946,0.0028469826,0.0018135697,0.004559999,0.00337869,0.00022865394,3
0.47990775,0.037608426,0.0021660726,0.45484227,0.0058312514,0.0028077,0.0016652113,0.00017035427,0.0031044888,0.007836628,0.0012506545,0.0010113665,0.0007868238,0.0009689018,4.21432e-05,0
0.0027678027,0.001145146,0.006896741,0.0009523059,0.0016072232,0.0027634758,0.029810352,0.0012325312,0.00067944976,0.002020798,0.92719465,0.00631962,0.000907312,0.011603094,0.0040993085,10
0.8453835,0.025787288,0.0069550355,0.081762195,0.006614575,0.0027055198,0.0020575838,0.00069441367,0.0072195996,0.004018067,0.00804672,0.0011682301,0.0013463794,0.00601567,0.0002251528,0
0.019216884,0.0051262,0.00085459487,0.02479397,0.010360069,0.00499568,0.0014796671,0.0023451555,0.0013013722,0.0031474908,0.00039688,0.00067847973,0.88383204,0.011736367,0.029735163,4
0.15980051,0.013906578,0.018761624,0.26921654,0.46146035,0.03384872,0.013246245,0.0051699616,0.0051936866,0.0035671748,0.0023236035,0.0040631327,0.0061441436,0.0027269607,0.00057077134,4
0.419104,0.072900444,0.009293791,0.20806685,0.021798039,0.0351275,0.08463125,0.008820685,0.017151088,0.04588557,0.021294668,0.04190861,0.0017787509,0.010163551,0.002075188,6
0.57191473,0.06763827,0.008188308,0.2073498,0.014043805,0.064262,0.01785474,0.001393373,0.0063042087,0.024178108,0.0058275186,0.005006761,0.001416953,0.0038962828,0.0007250673,6
0.5188897,0.1659545,0.005275795,0.23410313,0.013181842,0.0013251893,0.002278134,0.0005062645,0.022100246,0.018758351,0.009272806,0.004895813,0.00035094316,0.003026491,8.084805e-05,3
0.06882932,0.015228086,0.030607117,0.05062408,0.4250472,0.24782301,0.005811246,0.010870477,0.003448503,0.0015890829,0.00093718886,0.0011009098,0.12301606,0.01046943,0.00459837,5
0.79427797,0.018117584,0.010279269,0.13172524,0.014673337,0.0059504495,0.0055153267,0.0005476317,0.004919875,0.0032513211,0.0057110316,0.001236699,0.0009358046,0.002762678,9.57491e-05,0
0.00064840936,3.126451e-05,0.00623072,0.0004669151,0.02372765,8.391797e-05,0.9542657,0.001283364,4.230931e-05,2.34382e-05,0.0037450492,0.0041753114,0.00026476377,0.0048615662,0.00014964947,6
0.005059206,0.00073470635,0.0149277905,0.014847217,0.9530585,0.0020744454,0.0017019578,0.0012659364,0.00038676595,0.00014075649,0.0001508932,0.00048091426,0.004065285,0.00094932603,0.00015640377,4
0.08093325,0.0077446336,0.041014906,0.09697825,0.7203038,0.026659459,0.0052188756,0.003160669,0.0029625255,0.0016306071,0.0015363599,0.0011893283,0.008195201,0.002122898,0.00034933924,5
0.9583619,0.0017283711,0.00031984536,0.027345441,0.0014151781,0.0004893081,0.0033272312,0.00030372097,0.0010081442,0.0008432229,0.0006333552,0.0032050018,7.465901e-05,0.0009140781,3.0486011e-05,0
